tweet,tweet_clean,sentimen,tweet_clean_prep
"Ketua TKN @jokowi @KHMarufAmin_ Erick Thohir, menyayangkan pernyataan calon oposisi Om Wowo yang menyalahkan para presiden sebelum Jokowi soal perekonomian negara.  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",ketua tkn erick thohir menyayangkan pernyataan calon oposisi wowo menyalahkan pasukan parasut presiden jokowi perekonomian negara kacau,netral,ketua tkn erick thohir sayang nyata calon oposisi wowo salah pasuk parasut presiden jokowi ekonomi negara kacau
Gaji prabowo dan sandi akan disumbangkan... Inilah pemimpin  #2019GantiPresiden,gaji prabowo sandi disumbangkan pemimpin gantipresiden,positif,gaji prabowo sandi sumbang pimpin gantipresiden
Ketika petinggi partai demokrat menerima kenyataan hinaan prabowo terhadap SBY itu pertanda SBY sdh tidak di hargai oleh kadernya dan marwah Partai Demokrat jatuh tersungkur dan mencederai perjuangan demokrat  https://twitter.com/SalmaBrecht/status/1117124674020753408Â â€¦,petinggi partai demokrat menerima kenyataan hinaan prabowo sby pertanda sby tidak hargai kadernya marwah partai demokrat jatuh tersungkur mencederai perjuangan demokrat,negatif,petinggi partai demokrat terima nyata hina prabowo sby tanda sby tidak harga kader marwah partai demokrat jatuh sungkur cedera juang demokrat
"Jokowi-Prabowo Takut Blunder, Masalah Ekonomi Tak Terkupas #DebatPilpres2019 #DebatTerakhirPilpres2019 http://cnn.id/386178?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦",jokowi prabowo takut blunder ekonomi tidak terkupas,netral,jokowi prabowo takut blunder ekonomi tidak kupas
Sy paham maksuf pak @prabowo  Dia tdk bermaksud untuk serang pak @SBYudhoyono  Dia hny menyampaikan bhw strategi ekonominya hrs dirubah dr sistem lama . Masa sby pertumbuhan bagus itu lbh diaebabkan sby py posisi kuat secara politik sehingga keepmimpinannya masih efektif n stabil,paham maksuf tidak serang bhw strategi ekonominya dirubah sistem sby pertumbuhan bagus lbh diaebabkan sby posisi kuat politik keepmimpinannya efektif stabil,positif,paham maksuf tidak serang bhw strategi ekonomi rubah sistem sby tumbuh bagus lbh diaebabkan sby posisi kuat politik keepmimpinannya efektif stabil
"Kalau Terpilih, Prabowo-Sandi Tidak akan Pernah Ambil Gaji  https://www.idntimes.com/news/indonesia/santi-dewi/kalau-terpilih-presiden-prabowo-sandiaga-tidak-ambil-gajiÂ â€¦ via @idntimes",terpilih prabowo sandi tidak ambil gaji via,netral,pilih prabowo sandi tidak ambil gaji via
Apa bisa dengar lae poltak kan kupingnya sudah di potong. Uups janji palsu   Debat semalam membuktikan yang cerdas dan ikhlas untuk negara ini siapa.   Prabowo Sandi kalau terpilih gajinya buat Rakyat.,dengar lae poltak kupingnya potong uups janji palsu debat semalam membuktikan cerdas ikhlas negara prabowo sandi terpilih gajinya rakyat,positif,dengar lae poltak kuping potong uups janji palsu debat malam bukti cerdas ikhlas negara prabowo sandi pilih gaji rakyat
"Kenaikan gaji kalian dirapel besok, cuma naik 5% itupun hanya sekali selama 4,5 tahun Rezim Dungu berkuasa, sementara akumulasi inflasi selama 4,5 tahun itu 13 %, jadi kenaikan gaji kalian masih tekor 13%-4,5%=8,5%... demikian info dari Jeng Sri ðŸ˜‚",kenaikan gaji dirapel besok itupun rezim dungu berkuasa akumulasi inflasi kenaikan gaji rugi = informasi jeng sri,negatif,naik gaji rapel besok itu rezim dungu kuasa akumulasi inflasi naik gaji rugi informasi jeng sri
Ahaha dikuliahin pakde ekonomi makro....,haha dikuliahin pakde ekonomi makro,positif,haha dikuliahin pakde ekonomi makro
Sdh seharusnya.. Kok malah duluan aku ya memutuskan memilih jokowi dgn seorang yg tahu banyak tentang ekonomi  Indonesia??,duluan iya memutuskan memilih jokowi ekonomi indonesia,positif,duluan iya putus pilih jokowi ekonomi indonesia
Im just gonna express my confussion. Sige. Why is jokowi kekeuh that Prabowo and Sandi gak ngerti macro micro economy when Sandi udh berkecimpung di dunia ekonomi all his life? *masih bingung banget*,just gonna express confussion sige why jokowi keras kepala that prabowo and sandi tidak mengerti macro micro economy when sandi udh berkecimpung dunia ekonomi all his life bingung banget,negatif,just gonna express confussion sige why jokowi keras kepala that prabowo and sandi tidak erti macro micro economy when sandi udh kecimpung dunia ekonomi all his life bingung banget
"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.balinetizen.com/2019/04/14/3426/Â â€¦ via @Bali Netizen",menang pilpres prabowo sandi janji tidak ambil gaji via netizen,netral,menang pilpres prabowo sandi janji tidak ambil gaji via netizen
VIDEO: Jokowi Sebut Nilai Ekonomi Gamers Capai Belasan Triliun #01IndonesiaMaju #KerjaNyataJokowi https://m.liputan6.com/news/read/3941193/video-jokowi-sebut-nilai-ekonomi-gamers-capai-belasan-triliunÂ â€¦,video jokowi nilai ekonomi gamers capai belasan triliun indonesiamaju,netral,video jokowi nilai ekonomi gamers capai belas triliun indonesiamaju
"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji:  http://metrobali.com/325164-2/Â  via @metrobali",menang pilpres prabowo sandi janji tidak ambil gaji via,netral,menang pilpres prabowo sandi janji tidak ambil gaji via
"BUMN kuat sebagai benteng ekonomi , tusuk prabowo sandi",bumn kuat benteng ekonomi tusuk prabowo sandi,netral,bumn kuat benteng ekonomi tusuk prabowo sandi
"Hal yg sama digunakan senjata pendukung Paslon 02 menyerang Nawacita Presiden Jokowi. Framing beliau ingkar janji, mengabaikan obyektivitas beratnya tekanan ekonomi dunia yg tdk kondusif.",senjata pendukung paslon menyerang nawacita presiden jokowi framing ingkar janji mengabaikan obyektivitas beratnya tekanan ekonomi dunia tidak kondusif,netral,senjata dukung paslon serang nawacita presiden jokowi framing ingkar janji abai obyektivitas berat tekan ekonomi dunia tidak kondusif
"Aneh sekelas fadlin zon kaya Emak "" yg ga  ada gawean ..Mulut nya leeemeess.. Mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa"" di comen, wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya... ðŸ˜",aneh sekelas fadlin zon kaya emak gawean mulut nya leeemeess mendukung pilihan aza tidak segitunya comen wakil rakyat nya tidak mencontohkan rakyat menghargai pemimpin negara nya,negatif,aneh kelas fadlin zon kaya emak gawean mulut nya leeemeess dukung pilih aza tidak segitunya comen wakil rakyat nya tidak contoh rakyat harga pimpin negara nya
"Pak @prabowo @sandiuno, boleh ya pak, nanti sebagian gaji bapak didonasikan ke saya buat nerusin sekolah lagiðŸ˜„",iya gaji didonasikan nerusin sekolah,netral,iya gaji donasi nerusin sekolah
"Yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital, e-sport seperti mobile legend hanya contoh dalam industri ekonomi digital.",pokok jokowi industri ekonomi digital sport mobile legend contoh industri ekonomi digital,netral,pokok jokowi industri ekonomi digital sport mobile legend contoh industri ekonomi digital
"Kreatip nian petani kita.  Buat Bpk @Prabowo @Sandi jangan cuma turunkan harga sembako, Tapi tingkatkan pendapatan petani sbg produsen. Saya yakin Bpk punya rumusnya. Kami petani siap memdukung swasembada pangan.",kreatip nian petani turunkan harga sembilan bahan pokok tingkatkan pendapatan petani sbg produsen rumusnya petani memdukung swasembada pangan,positif,kreatip nian tani turun harga sembilan bahan pokok tingkat dapat tani sbg produsen rumus tani memdukung swasembada pangan
Pernyataan capres @prabowo bhwa kesalahan ekonomi di Indonesia saat ini terjadi bukan semata karena kesalahan calon presiden petahana Jokowi tp kesalahan Presiden2 sebelumnya membuat banyak orang terkejut krn seolah2 #PrabowoSalahkanSBY juga ðŸ¤”ðŸ™„ pic.twitter.com/Y3pxbOeglp,pernyataan capres bhwa kesalahan ekonomi indonesia kesalahan calon presiden petahana jokowi kesalahan presiden terkejut,netral,nyata capres bhwa salah ekonomi indonesia salah calon presiden tahana jokowi salah presiden kejut
"Wah bisa dimasalahin sama kampret neh, tp nggak tau juga neh wkwkwkwk  Prabowo Ingin Pertumbuhan Ekonomi 2 Digit, Fadli Zon: Itu Sulit, tapi..  https://bisnis.tempo.co/read/1195473/prabowo-ingin-pertumbuhan-ekonomi-2-digit-fadli-zon-itu-sulit-tapi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",dimasalahin sialan neh tidak neh wkwkwkwk prabowo pertumbuhan ekonomi digit fadli zon sulit,negatif,dimasalahin sial neh tidak neh wkwkwkwk prabowo tumbuh ekonomi digit fadli zon sulit
"Setelah Prabowo terpilih menjadi Presiden, lakukan audit menyeluruh kepada @twitterID atas seluruh kewajibannya kepada Indonesia, termasuk seluruh kewajiban Perpajakannya.",prabowo terpilih presiden lakukan audit kewajibannya indonesia kewajiban perpajakannya,netral,prabowo pilih presiden laku audit wajib indonesia wajib pajak
"Semalam tiap jae omong ttg ekonomi prabowo sandi cuma senyum simpul,itu tandanya apa om.",semalam jae omong ekonomi prabowo sandi senyum simpul tandanya,negatif,malam jae omong ekonomi prabowo sandi senyum simpul tanda
Pertama dlm sejarah Indonesia presiden dan wakil presiden tidak ambil gaji malah diserahkan pd negara. Dan mungkin ini yg pertama di dunia yg keduanya tidak ambil gaji Barokallah @prabowo dan @sandiuno semoga amanah demi masa depan negara #2019PrabowoPresidenRI https://twitter.com/IsmanTengku/status/1117200671940288513Â â€¦,sejarah indonesia presiden wakil presiden tidak ambil gaji diserahkan negara dunia tidak ambil gaji barokallah semoga amanah negara prabowopresidenri,positif,sejarah indonesia presiden wakil presiden tidak ambil gaji serah negara dunia tidak ambil gaji barokallah moga amanah negara prabowopresidenri
"@sandiuno @prabowo Yth. Pak Prabowo dan pak Sandy, hari hati kami ketika bapak berkomitmen tidak mengambil gaji jika terpilih nanti. Semoga Allah menjadikan Bapak Berdua pemimpin umat, pemimpin bangsa yg amanah, amiin",yth prabowo sandy hati berkomitmen tidak gaji terpilih semoga allah menjadikan berdua pemimpin umat pemimpin bangsa amanah amiin,positif,yth prabowo sandy hati komitmen tidak gaji pilih moga allah jadi dua pimpin umat pimpin bangsa amanah amiin
"Kalau niatan mau memajukan pengembang lokal, itu bagus, Danai riset dan pengembangan Game mereka, bisa mulai dr game2 android, itu baru bisa mengembangkan ekonomi ( seperti Digital Happynes dgn dreadout ) atau Touchten dengan game2 androidnya, dan game2 mereka bkan game2 E Sport",niatan memajukan pengembang lokal bagus danai riset pengembangan game game android mengembangkan ekonomi digital happynes dreadout touchten game androidnya game bkan game sport,positif,niat maju kembang lokal bagus dana riset kembang game game android kembang ekonomi digital happynes dreadout touchten game androidnya game bkan game sport
"Allah SWT sdh begitu baik kpd prabowo sandi. Msyarakat indonesia telah memberi ruang seluas luasna Kami brkomitmen brdua utk kami tdk akan mengambil gaji serupiah pun jika kami mendptkan amanah ini. Kami akan mberikannya kpd negara, kaum yatim & kaum duafa. #TPSTusukPrabowoSandi",allah swt prabowo sandi msyarakat indonesia seluas luasna brkomitmen brdua tidak gaji serupiah mendptkan amanah mberikannya negara kaum yatim kaum duafa,positif,allah swt prabowo sandi msyarakat indonesia luas luasna brkomitmen brdua tidak gaji rupiah mendptkan amanah mberikannya negara kaum yatim kaum duafa
Jokowi nanya ekonomi digital ga penting? Wadooowwwwww,jokowi ekonomi digital wadooowwwwww,negatif,jokowi ekonomi digital wadooowwwwww
Pakta integritas wo Pulangkan Nb Brizik jd Menag Kilafah Bebaskan ulama kriminal #PrabowoketurunanKafirCinaMonster  Hpl psl 33 tp #WoUnoOrbaKuasaiLahanLuasSimpanDiPanamaSerakahGaNasionalis  Gaji gadiambil tp tunjangan Milyaran/bln diambil MUNAFIK #02menangRadikalOrbaAsengBerkuasa pic.twitter.com/8zd2lyAQIV,pakta integritas pulangkan brizik menag kilafah bebaskan ulama kriminal hpl psl gaji gadiambil tunjangan milyaran diambil munafik menangradikalorbaasengberkuasa,negatif,pakta integritas pulang brizik menag kilafah bebas ulama kriminal hpl psl gaji gadiambil tunjang milyaran ambil munafik menangradikalorbaasengberkuasa
Berbanding terbalik sama faktanya bahwa Wowo sama Sandi menerima sumbangan dari rakyat untuk kampanye... Apa ga malu dengan komment mereka yg ga mau menerima gaji tapi untuk kampanye aja mereka mengharapkan sumbangan dari rakyat??,berbanding terbalik faktanya wowo sandi menerima sumbangan rakyat kampanye Mantri Kehutanan Lurah komment menerima gaji kampanye mengharapkan sumbangan rakyat,negatif,banding balik fakta wowo sandi terima sumbang rakyat kampanye mantri hutan lurah komment terima gaji kampanye harap sumbang rakyat
"Mereka cm minta kejelasan gaji mreka 4thn trkhr ke prabowo,karna sebagai pemilik perusahaan skrng,klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti TKA,lebih parah lagi nantinyaa,makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa",kejelasan gaji mreka trkhr prabowo pemilik perusahaan skrng perusahaan trsbt dimiliki asingg dipecat smua buruh diganti tka parah nantinyaa makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa,positif,jelas gaji mreka trkhr prabowo milik usaha skrng usaha trsbt milik asingg pecat smua buruh ganti tka parah nantinyaa makanyaa prabowo nyelametin usaha trsbt demi indonesiaaaa
"Cebong, cebong. Masalah pidato prabowo menyalahkan kita semua tentang arah ekonomi digoreng terus.  Koalisi adil makmur itu negarawan semua, pola pikirnya maju ke depan, klw memang ada yg salah dari dulu, ya harus diperbaiki, bukan diteruskan.",cebong cebong pidato prabowo menyalahkan arah ekonomi digoreng koalisi adil makmur negarawan pola pikirnya maju salah iya diperbaiki diteruskan,positif,cebong cebong pidato prabowo salah arah ekonomi goreng koalisi adil makmur negarawan pola pikir maju salah iya baik terus
"Tutup Debat, Prabowo Sindir Jokowi Soal Dana Desa, Sandiaga Janji Tak AmbilÂ Gaji  https://www.merdeka.com/politik/tutup-debat-prabowo-sindir-jokowi-soal-dana-desa-sandiaga-janji-tak-ambil-gaji.htmlÂ â€¦ pic.twitter.com/4R0ldqqfBm",tutup debat prabowo sindir jokowi dana desa sandiaga janji tidak ambil gaji,netral,tutup debat prabowo sindir jokowi dana desa sandiaga janji tidak ambil gaji
Denger tuh pak jae..nanti gaji dari pak Prabowo dan Sandiaga gak akan diambil.. diserahkan kepada fakir miskin dan orang yang tidak mampu ... Gak kayak ente kekayaan nya nambah banyak....,denger tuh jae gaji prabowo sandiaga tidak diambil diserahkan fakir miskin tidak tidak kayak ente kekayaan nya nambah,negatif,denger tuh jae gaji prabowo sandiaga tidak ambil serah fakir miskin tidak tidak kayak ente kaya nya nambah
"Prabowo-Sandi: Kami komit tidak mengambil gaji  ""Allah SWT begitu baik kepada Prabowo-Sandi, Indonesia, memberikan keleluasan kepada kami, kami komit tidak mengambil gaji, kami akan setorkan kepada negara,"" ~@sandiuno~   #TusukPrabowoSandi pic.twitter.com/fsTUsg4WKc",prabowo sandi komit tidak gaji allah swt prabowo sandi indonesia keleluasan komit tidak gaji setorkan negara,netral,prabowo sandi komit tidak gaji allah swt prabowo sandi indonesia luas komit tidak gaji setor negara
Jokowi Jagokan Kawasan Khusus Ekonomi Pariwisata  http://dlvr.it/R2mZW1Â  pic.twitter.com/LOrP3WIhsb,jokowi jagokan kawasan ekonomi pariwisata,netral,jokowi jago kawasan ekonomi pariwisata
"Jokowi Memantabkan Ekonomi, Prabowo Salahkan MasaÂ Lalu  https://kanalsatu.info/pilpres-2019/2019/04/14/jokowi-memantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/EI9gtAxr5H",jokowi memantabkan ekonomi prabowo salahkan,netral,jokowi memantabkan ekonomi prabowo salah
"Beneran gk akan ambil gaji? Sumpah pocong dulu sblm berjanji, gmn?...ðŸ˜œ",beneran ambil gaji sumpah pocong berjanji,negatif,beneran ambil gaji sumpah pocong janji
"ga masuk otak lu, pak jokowi nanya ekonomi digital di bidang e sport perputaran uangnya besar hadiah e sport bisa di atas 1M lebih pemerintah mau memungut pajak dari situ.  kalo nonton debat itu perhatiin bos",masuk otak jokowi ekonomi digital bidang sport perputaran uangnya hadiah sport pemerintah memungut pajak situ nonton debat perhatikan bos,negatif,masuk otak jokowi ekonomi digital bidang sport putar uang hadiah sport perintah pungut pajak situ nonton debat perhati bos
Tema debat semalam itu tentang PEREKONOMIAN... kenapa paslon01 melenceng nanyain #Mobilelegend & #PUBG  Rakyat  butuh #hargasembakomurah #hargabbmmurah #listrikmurah. Bukan main game? Apa main game gratis? #KapalOlengJendral @prabowo @sandiuno #kuotamahal,tema debat semalam perekonomian paslon melenceng nanyain rakyat butuh main game main game gratis,negatif,tema debat malam ekonomi paslon lenceng nanyain rakyat butuh main game main game gratis
Siap2 inflasi ekonomi kalo semua bahan dimurahin ðŸ˜‚ dikira bahan2 dimurahin adalah jawaban yg tepat?,inflasi ekonomi bahan dimurahin bahan dimurahin,negatif,inflasi ekonomi bahan dimurahin bahan dimurahin
"Gaji boleh ga diambil tp nanti semua perusahaan pribadi untungny berkali2 lipat, mau bikin ap di mudahin ala2 orba kali yah. Sekeluarga jadi kaya melintir.",gaji diambil perusahaan pribadi untungny berkali lipat bikin mudahin ala orba yah sekeluarga kaya melintir,negatif,gaji ambil usaha pribadi untungny kali lipat bikin mudahin ala orba yah keluarga kaya melintir
Erizeli Jely Bandaro Admin Â· 9 hrs  Perbedaan sikap dalam debat ( kajian dari debat capres )  Apa yang dimaksud Jokowi dengan istilah makro? Makro itu adalah kebijakan Ekonomi makro atau makroekonomi yang meliat...  https://www.facebook.com/errysober/posts/2701942486487817Â â€¦,erizeli jely bandaro admin perbedaan sikap debat kajian debat capres jokowi istilah makro makro kebijakan ekonomi makro makroekonomi meliat,netral,erizeli jely bandaro admin beda sikap debat kaji debat capres jokowi istilah makro makro bijak ekonomi makro makroekonomi liat
